1.999999999999999833e-01,1.999999999999999833e-01,1.999999999999999833e-01,1.999999999999999833e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.999999999999999833e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.246753246753246724e-01,1.168831168831168665e-01,1.168831168831168665e-01,1.168831168831168665e-01,5.194805194805193066e-02,5.194805194805193066e-02,1.168831168831168665e-01,5.194805194805193066e-02,5.194805194805193066e-02
1.637393767705382364e-01,1.274787535410765171e-01,1.274787535410764616e-01,1.274787535410765171e-01,8.158640226628895153e-02,8.158640226628895153e-02,1.274787535410764616e-01,8.158640226628895153e-02,8.158640226628895153e-02
1.362456051657972844e-01,1.158397867500057382e-01,1.158397867500056966e-01,1.158397867500057382e-01,1.000988119585449476e-01,1.000988119585449060e-01,1.158397867500056966e-01,1.000988119585449060e-01,1.000988119585449060e-01
1.200534303677944226e-01,1.134943921144147272e-01,1.134943921144146856e-01,1.134943921144147272e-01,1.064922502936366949e-01,1.064922502936366949e-01,1.134943921144146856e-01,1.064922502936366949e-01,1.064922502936366949e-01
1.148319462771278110e-01,1.119871211727184734e-01,1.119871211727184734e-01,1.119871211727184734e-01,1.093048922579995669e-01,1.093048922579995669e-01,1.119871211727184734e-01,1.093048922579995669e-01,1.093048922579995669e-01
1.125595781276056834e-01,1.114799994635608527e-01,1.114799994635608527e-01,1.114799994635608249e-01,1.103801060045377647e-01,1.103801060045377647e-01,1.114799994635608527e-01,1.103801060045377647e-01,1.103801060045377647e-01
1.116965065194485268e-01,1.112554647296568749e-01,1.112554647296568749e-01,1.112554647296568749e-01,1.108204086404809829e-01,1.108204086404809552e-01,1.112554647296568749e-01,1.108204086404809552e-01,1.108204086404809552e-01
1.113437639740374047e-01,1.111695700259798386e-01,1.111695700259798386e-01,1.111695700259798386e-01,1.109944889805107859e-01,1.109944889805108137e-01,1.111695700259798386e-01,1.109944889805108137e-01,1.109944889805107443e-01
1.112044235831314842e-01,1.111343636180552735e-01,1.111343636180552735e-01,1.111343636180552735e-01,1.110645304861618138e-01,1.110645304861618138e-01,1.111343636180552735e-01,1.110645304861618138e-01,1.110645304861618138e-01
1.111483779511977937e-01,1.111204403027988147e-01,1.111204403027987730e-01,1.111204403027988147e-01,1.110924652094016918e-01,1.110924652094016918e-01,1.111204403027987730e-01,1.110924652094016918e-01,1.110924652094016918e-01
1.111260282084164386e-01,1.111148374670291733e-01,1.111148374670291733e-01,1.111148374670291455e-01,1.111036554808667587e-01,1.111036554808667309e-01,1.111148374670291733e-01,1.111036554808667309e-01,1.111036554808667309e-01
1.111170756753162431e-01,1.111126027682790424e-01,1.111126027682790424e-01,1.111126027682790840e-01,1.111081283128918101e-01,1.111081283128918518e-01,1.111126027682790424e-01,1.111081283128918518e-01,1.111081283128918518e-01
1.111134973592980829e-01,1.111117075591267489e-01,1.111117075591267489e-01,1.111117075591267489e-01,1.111099181010487130e-01,1.111099181010487130e-01,1.111117075591267489e-01,1.111099181010487130e-01,1.111099181010487130e-01
1.111120655206979807e-01,1.111113497345845996e-01,1.111113497345845996e-01,1.111113497345845996e-01,1.111106338852408532e-01,1.111106338852408948e-01,1.111113497345845996e-01,1.111106338852408948e-01,1.111106338852408948e-01
1.111114928920532430e-01,1.111112065518546216e-01,1.111112065518546216e-01,1.111112065518545799e-01,1.111109202251320816e-01,1.111109202251320816e-01,1.111112065518546216e-01,1.111109202251320816e-01,1.111109202251320816e-01
1.111112638199336367e-01,1.111111492891708741e-01,1.111111492891708741e-01,1.111111492891708741e-01,1.111110347558456335e-01,1.111110347558457029e-01,1.111111492891708741e-01,1.111110347558457029e-01,1.111110347558457029e-01
1.111111721953297049e-01,1.111111263819878209e-01,1.111111263819878486e-01,1.111111263819878209e-01,1.111110805691796904e-01,1.111110805691796904e-01,1.111111263819878486e-01,1.111110805691796904e-01,1.111110805691796904e-01
1.111111355446572219e-01,1.111111172195320684e-01,1.111111172195320962e-01,1.111111172195320684e-01,1.111110988943035671e-01,1.111110988943036088e-01,1.111111172195320962e-01,1.111110988943036088e-01,1.111110988943036088e-01
1.111111208845572962e-01,1.111111135544655959e-01,1.111111135544655959e-01,1.111111135544655543e-01,1.111111062243950870e-01,1.111111062243950870e-01,1.111111135544655959e-01,1.111111062243950870e-01,1.111111062243950870e-01
1.111111150204839582e-01,1.111111120884557546e-01,1.111111120884557130e-01,1.111111120884557546e-01,1.111111091564232906e-01,1.111111091564233322e-01,1.111111120884557130e-01,1.111111091564233322e-01,1.111111091564233322e-01
1.111111126748614147e-01,1.111111115020484152e-01,1.111111115020484152e-01,1.111111115020484152e-01,1.111111103292362762e-01,1.111111103292362762e-01,1.111111115020484152e-01,1.111111103292362762e-01,1.111111103292362762e-01
1.111111117366110068e-01,1.111111112674861567e-01,1.111111112674861567e-01,1.111111112674861567e-01,1.111111107983611679e-01,1.111111107983611679e-01,1.111111112674861567e-01,1.111111107983611679e-01,1.111111107983611679e-01
1.111111113613110768e-01,1.111111111736610702e-01,1.111111111736610702e-01,1.111111111736610979e-01,1.111111109860110913e-01,1.111111109860110913e-01,1.111111111736610702e-01,1.111111109860110913e-01,1.111111109860110913e-01
1.111111112111911187e-01,1.111111111361311188e-01,1.111111111361311188e-01,1.111111111361311188e-01,1.111111110610711605e-01,1.111111110610711328e-01,1.111111111361311188e-01,1.111111110610711328e-01,1.111111110610711328e-01
1.111111111511431104e-01,1.111111111211191271e-01,1.111111111211191271e-01,1.111111111211191271e-01,1.111111110910951161e-01,1.111111110910951438e-01,1.111111111211191271e-01,1.111111110910951438e-01,1.111111110910951438e-01
1.111111111271238516e-01,1.111111111151142639e-01,1.111111111151143055e-01,1.111111111151142639e-01,1.111111111031046900e-01,1.111111111031046900e-01,1.111111111151143055e-01,1.111111111031046900e-01,1.111111111031046900e-01
1.111111111175162036e-01,1.111111111127124074e-01,1.111111111127124074e-01,1.111111111127124074e-01,1.111111111079085834e-01,1.111111111079085834e-01,1.111111111127124074e-01,1.111111111079085834e-01,1.111111111079085834e-01
1.111111111136731250e-01,1.111111111117515926e-01,1.111111111117515926e-01,1.111111111117515926e-01,1.111111111098300464e-01,1.111111111098300880e-01,1.111111111117515926e-01,1.111111111098300880e-01,1.111111111098300880e-01
1.111111111121359518e-01,1.111111111113673444e-01,1.111111111113673444e-01,1.111111111113673444e-01,1.111111111105987370e-01,1.111111111105987370e-01,1.111111111113673444e-01,1.111111111105987370e-01,1.111111111105987370e-01
1.111111111115211103e-01,1.111111111112136479e-01,1.111111111112136479e-01,1.111111111112136479e-01,1.111111111109061855e-01,1.111111111109061855e-01,1.111111111112136479e-01,1.111111111109061855e-01,1.111111111109061855e-01
1.111111111112750849e-01,1.111111111111520999e-01,1.111111111111520999e-01,1.111111111111520999e-01,1.111111111110291289e-01,1.111111111110291289e-01,1.111111111111520999e-01,1.111111111110291289e-01,1.111111111110291289e-01
1.111111111111767191e-01,1.111111111111274946e-01,1.111111111111274946e-01,1.111111111111275362e-01,1.111111111110783534e-01,1.111111111110783534e-01,1.111111111111274946e-01,1.111111111110783534e-01,1.111111111110783534e-01
1.111111111111373340e-01,1.111111111111176830e-01,1.111111111111176830e-01,1.111111111111176830e-01,1.111111111110980321e-01,1.111111111110980321e-01,1.111111111111176830e-01,1.111111111110980321e-01,1.111111111110980321e-01
1.111111111111215688e-01,1.111111111111136862e-01,1.111111111111136862e-01,1.111111111111136862e-01,1.111111111111058453e-01,1.111111111111058453e-01,1.111111111111136862e-01,1.111111111111058453e-01,1.111111111111058453e-01
1.111111111111153238e-01,1.111111111111121735e-01,1.111111111111121735e-01,1.111111111111121735e-01,1.111111111111089955e-01,1.111111111111089955e-01,1.111111111111121735e-01,1.111111111111089955e-01,1.111111111111089955e-01
1.111111111111127980e-01,1.111111111111115074e-01,1.111111111111115490e-01,1.111111111111115768e-01,1.111111111111102862e-01,1.111111111111102862e-01,1.111111111111115490e-01,1.111111111111102862e-01,1.111111111111102862e-01
1.111111111111117988e-01,1.111111111111113270e-01,1.111111111111113270e-01,1.111111111111113270e-01,1.111111111111107996e-01,1.111111111111107996e-01,1.111111111111113270e-01,1.111111111111107996e-01,1.111111111111107996e-01
1.111111111111113964e-01,1.111111111111111743e-01,1.111111111111111743e-01,1.111111111111111743e-01,1.111111111111109523e-01,1.111111111111109523e-01,1.111111111111111743e-01,1.111111111111109523e-01,1.111111111111109523e-01
1.111111111111112160e-01,1.111111111111111327e-01,1.111111111111111327e-01,1.111111111111111327e-01,1.111111111111110633e-01,1.111111111111110633e-01,1.111111111111111327e-01,1.111111111111110633e-01,1.111111111111110633e-01
1.111111111111111743e-01,1.111111111111111049e-01,1.111111111111111327e-01,1.111111111111111049e-01,1.111111111111111049e-01,1.111111111111111049e-01,1.111111111111111327e-01,1.111111111111111049e-01,1.111111111111111049e-01
1.111111111111111049e-01,1.111111111111111049e-01,1.111111111111111327e-01,1.111111111111111049e-01,1.111111111111111049e-01,1.111111111111111327e-01,1.111111111111111327e-01,1.111111111111111327e-01,1.111111111111111327e-01
